user_id,device_type,os_version,app_usage_pattern,timestamp,source_ip,destination_ip,protocol,data_volume,log_type,event,event_description,error_code,file_accessed,process,anomaly_detected,ioc
15,Android,Android 10,High,02/03/2023 08:57,192.168.1.8,10.0.0.67,SSH,8039,security,Login,Event 187,892,/var/log/syslog,systemd,Unknown Process Execution,Pegasus Signature
15,iPhone,Android 10,High,29/03/2023 14:15,192.168.1.68,10.0.0.36,FTP,8065,security,File Access,Event 204,763,/var/log/syslog,chrome.exe,Unknown Process Execution,None
15,iPhone,Android 10,Low,22/08/2023 00:53,192.168.1.72,10.0.0.77,HTTP,458,application,App Crash,Event 753,508,/var/log/syslog,systemd,High CPU Usage,None
15,Android,iOS 15.0,Low,26/02/2023 09:45,192.168.1.52,10.0.0.98,FTP,729,system,Login,Event 620,856,/home/user/docs/report.docx,chrome.exe,None,Known Malicious IP
15,Android,iOS 14.6,High,20/01/2023 09:12,192.168.1.37,10.0.0.40,SSH,5265,system,System Update,Event 989,395,/tmp/malware.bin,explorer.exe,Suspicious File Access,Known Malicious IP
16,Android,Android 11,Normal,01/04/2023 10:14,192.168.1.72,10.0.0.78,FTP,4825,application,App Install,Event 171,836,/tmp/malware.bin,systemd,High CPU Usage,Known Malicious IP
16,Android,Android 10,Normal,21/09/2023 13:00,192.168.1.13,10.0.0.66,HTTPS,609,system,Login,Event 889,257,/tmp/malware.bin,malware.exe,None,None
16,Android,iOS 15.0,High,16/08/2023 19:37,192.168.1.4,10.0.0.1,FTP,8526,application,App Install,Event 690,863,/home/user/docs/report.docx,chrome.exe,Unknown Process Execution,Known Malicious IP
16,iPhone,Android 10,Low,25/01/2023 17:55,192.168.1.39,10.0.0.85,HTTP,773,system,App Crash,Event 556,577,/tmp/malware.bin,chrome.exe,None,Pegasus Signature
16,Android,Android 10,Low,14/01/2023 12:12,192.168.1.56,10.0.0.39,HTTPS,2444,security,Login,Event 785,518,/home/user/docs/report.docx,explorer.exe,High CPU Usage,Pegasus Signature
16,iPhone,iOS 14.6,Low,19/09/2023 09:52,192.168.1.65,10.0.0.64,HTTPS,4517,security,App Crash,Event 398,529,/var/log/syslog,explorer.exe,Unknown Process Execution,None
16,Android,iOS 15.0,Low,09/10/2023 02:37,192.168.1.7,10.0.0.61,HTTP,3639,security,Login,Event 762,245,/home/user/docs/report.docx,systemd,Unknown Process Execution,Pegasus Signature
16,Android,Android 10,Low,04/11/2023 05:55,192.168.1.23,10.0.0.83,FTP,6243,security,App Crash,Event 303,371,/tmp/malware.bin,chrome.exe,Unknown Process Execution,None
16,Android,iOS 14.6,Low,08/11/2023 08:13,192.168.1.53,10.0.0.93,HTTP,9793,system,Login,Event 237,148,/var/log/syslog,malware.exe,None,Pegasus Signature
16,iPhone,Android 10,Normal,13/07/2023 08:38,192.168.1.71,10.0.0.36,HTTPS,7850,application,Login,Event 859,969,/home/user/docs/report.docx,systemd,Unknown Process Execution,None
17,Android,Android 11,Low,17/09/2023 07:30,192.168.1.20,10.0.0.9,SSH,9578,security,App Install,Event 148,423,/tmp/malware.bin,explorer.exe,Unknown Process Execution,None
17,iPhone,Android 11,Low,12/04/2023 08:23,192.168.1.100,10.0.0.16,FTP,3287,application,App Crash,Event 767,782,/home/user/docs/report.docx,chrome.exe,High CPU Usage,Pegasus Signature
17,Android,Android 11,High,16/08/2023 08:27,192.168.1.87,10.0.0.8,FTP,3975,security,Login,Event 839,291,/var/log/syslog,explorer.exe,Unknown Process Execution,Pegasus Signature
17,iPhone,Android 11,High,23/04/2023 15:46,192.168.1.19,10.0.0.36,FTP,6777,system,App Crash,Event 58,434,/home/user/docs/report.docx,malware.exe,Suspicious File Access,Known Malicious IP
17,Android,iOS 14.6,Normal,30/10/2023 12:19,192.168.1.67,10.0.0.85,SSH,7801,application,Logout,Event 656,240,/home/user/docs/report.docx,chrome.exe,Unknown Process Execution,Pegasus Signature
17,Android,Android 11,Normal,25/02/2023 04:00,192.168.1.49,10.0.0.46,FTP,635,security,Logout,Event 374,395,/home/user/docs/report.docx,explorer.exe,Suspicious File Access,Pegasus Signature
17,iPhone,iOS 14.6,High,20/04/2023 06:07,192.168.1.69,10.0.0.61,HTTPS,5357,security,App Crash,Event 675,128,/var/log/syslog,systemd,None,Pegasus Signature
17,iPhone,Android 11,Low,16/05/2023 17:14,192.168.1.37,10.0.0.16,HTTP,6456,application,App Install,Event 659,978,/var/log/syslog,systemd,High CPU Usage,Known Malicious IP
17,Android,iOS 14.6,Low,09/02/2023 20:04,192.168.1.94,10.0.0.76,SSH,6841,security,System Update,Event 444,151,/home/user/docs/report.docx,chrome.exe,High CPU Usage,Pegasus Signature
17,Android,iOS 15.0,High,17/10/2023 22:38,192.168.1.93,10.0.0.66,HTTP,2064,system,Login,Event 716,842,/var/log/syslog,systemd,None,Pegasus Signature
18,iPhone,iOS 15.0,Low,11/06/2023 21:05,192.168.1.68,10.0.0.20,FTP,2712,system,App Crash,Event 759,282,/tmp/malware.bin,chrome.exe,None,Known Malicious IP
18,iPhone,iOS 14.6,Low,15/08/2023 12:33,192.168.1.80,10.0.0.46,SSH,3847,system,App Install,Event 570,922,/var/log/syslog,chrome.exe,Unknown Process Execution,Pegasus Signature
18,iPhone,iOS 14.6,Low,14/08/2023 17:28,192.168.1.82,10.0.0.15,HTTP,9712,application,System Update,Event 184,258,/var/log/syslog,systemd,Suspicious File Access,Pegasus Signature
18,Android,iOS 14.6,Normal,28/01/2023 01:40,192.168.1.5,10.0.0.80,HTTP,4195,system,App Install,Event 262,882,/tmp/malware.bin,chrome.exe,None,None
18,iPhone,iOS 15.0,Normal,28/10/2023 17:39,192.168.1.15,10.0.0.49,FTP,7124,application,App Crash,Event 251,933,/tmp/malware.bin,malware.exe,High CPU Usage,Pegasus Signature
18,Android,Android 11,Low,10/02/2023 02:18,192.168.1.24,10.0.0.47,FTP,1552,system,Logout,Event 319,962,/tmp/malware.bin,systemd,Unknown Process Execution,None
18,iPhone,iOS 14.6,High,01/09/2023 19:06,192.168.1.99,10.0.0.49,HTTP,2798,security,App Crash,Event 858,827,/var/log/syslog,chrome.exe,None,Pegasus Signature
18,iPhone,Android 10,High,08/05/2023 14:03,192.168.1.27,10.0.0.53,FTP,4572,application,File Access,Event 837,225,/home/user/docs/report.docx,malware.exe,High CPU Usage,None
18,Android,iOS 15.0,High,01/11/2023 11:42,192.168.1.36,10.0.0.92,HTTP,7145,application,System Update,Event 346,911,/var/log/syslog,malware.exe,Unknown Process Execution,None
18,iPhone,iOS 15.0,Low,10/09/2023 02:24,192.168.1.55,10.0.0.63,FTP,3663,system,Logout,Event 664,911,/home/user/docs/report.docx,chrome.exe,High CPU Usage,None
19,iPhone,Android 11,Low,18/07/2023 10:57,192.168.1.73,10.0.0.43,FTP,7766,security,Logout,Event 848,133,/var/log/syslog,systemd,Unknown Process Execution,None
19,iPhone,Android 10,Low,22/09/2023 12:27,192.168.1.50,10.0.0.94,FTP,741,system,Login,Event 482,193,/var/log/syslog,chrome.exe,None,Pegasus Signature
19,iPhone,iOS 15.0,Normal,02/10/2023 06:33,192.168.1.23,10.0.0.7,HTTP,1776,application,App Crash,Event 820,739,/home/user/docs/report.docx,explorer.exe,Suspicious File Access,Known Malicious IP
19,Android,iOS 15.0,Normal,03/01/2023 16:14,192.168.1.70,10.0.0.22,HTTP,2592,security,System Update,Event 64,889,/var/log/syslog,systemd,Suspicious File Access,Pegasus Signature
19,iPhone,iOS 15.0,High,29/01/2023 05:00,192.168.1.34,10.0.0.6,HTTPS,7795,security,Login,Event 793,247,/home/user/docs/report.docx,malware.exe,Unknown Process Execution,None
19,iPhone,Android 10,Low,16/07/2023 21:21,192.168.1.80,10.0.0.19,HTTP,8418,security,File Access,Event 894,674,/tmp/malware.bin,malware.exe,Suspicious File Access,Known Malicious IP
19,Android,iOS 14.6,High,12/05/2023 05:15,192.168.1.95,10.0.0.37,FTP,7996,system,Login,Event 265,461,/var/log/syslog,explorer.exe,None,Pegasus Signature
19,iPhone,iOS 15.0,Normal,05/11/2023 02:33,192.168.1.43,10.0.0.25,SSH,5198,system,File Access,Event 713,123,/tmp/malware.bin,systemd,Suspicious File Access,None
19,Android,Android 10,High,23/04/2023 22:33,192.168.1.49,10.0.0.87,HTTPS,9808,system,App Install,Event 930,468,/tmp/malware.bin,explorer.exe,Unknown Process Execution,Pegasus Signature
19,iPhone,Android 11,Low,26/08/2023 10:05,192.168.1.43,10.0.0.59,HTTP,8149,system,File Access,Event 779,463,/tmp/malware.bin,chrome.exe,Suspicious File Access,Pegasus Signature
20,iPhone,Android 10,High,16/09/2023 02:08,192.168.1.9,10.0.0.11,FTP,5307,application,Login,Event 664,667,/home/user/docs/report.docx,malware.exe,Suspicious File Access,None
20,Android,Android 10,Low,04/02/2023 19:52,192.168.1.96,10.0.0.63,SSH,9375,application,System Update,Event 945,731,/var/log/syslog,chrome.exe,Unknown Process Execution,Pegasus Signature
20,iPhone,iOS 14.6,Normal,03/06/2023 16:40,192.168.1.46,10.0.0.50,HTTP,7447,security,Login,Event 757,849,/tmp/malware.bin,chrome.exe,Suspicious File Access,Pegasus Signature
20,Android,Android 10,Normal,13/08/2023 14:34,192.168.1.88,10.0.0.16,HTTPS,3151,system,Logout,Event 564,873,/var/log/syslog,systemd,High CPU Usage,Pegasus Signature
20,Android,iOS 15.0,Low,23/08/2023 16:31,192.168.1.16,10.0.0.48,SSH,2918,system,System Update,Event 535,559,/tmp/malware.bin,explorer.exe,High CPU Usage,Pegasus Signature
20,iPhone,iOS 15.0,Normal,18/07/2023 00:48,192.168.1.64,10.0.0.15,HTTP,3978,application,App Install,Event 453,245,/home/user/docs/report.docx,chrome.exe,None,Pegasus Signature
20,iPhone,iOS 15.0,Low,23/12/2023 20:59,192.168.1.53,10.0.0.35,HTTPS,908,application,System Update,Event 441,373,/home/user/docs/report.docx,explorer.exe,High CPU Usage,Known Malicious IP
20,iPhone,Android 11,Low,09/05/2023 08:44,192.168.1.22,10.0.0.69,FTP,9051,security,Login,Event 326,376,/var/log/syslog,chrome.exe,Unknown Process Execution,None
20,iPhone,Android 10,Normal,02/05/2023 02:02,192.168.1.65,10.0.0.66,HTTPS,2967,system,Login,Event 889,665,/home/user/docs/report.docx,systemd,Unknown Process Execution,Known Malicious IP
20,Android,Android 11,Normal,28/06/2023 02:11,192.168.1.59,10.0.0.64,HTTP,2138,application,App Install,Event 451,687,/var/log/syslog,explorer.exe,Suspicious File Access,None
21,iPhone,Android 10,Low,06/02/2023 13:27,192.168.1.49,10.0.0.20,SSH,5686,system,File Access,Event 715,427,/var/log/syslog,explorer.exe,None,Pegasus Signature
21,Android,iOS 14.6,Low,26/04/2023 19:51,192.168.1.57,10.0.0.37,HTTPS,5368,application,File Access,Event 246,850,/home/user/docs/report.docx,explorer.exe,Unknown Process Execution,None
21,Android,Android 10,Normal,18/03/2023 03:56,192.168.1.73,10.0.0.12,FTP,2094,application,Logout,Event 498,737,/tmp/malware.bin,malware.exe,Unknown Process Execution,Known Malicious IP
21,iPhone,iOS 14.6,High,06/05/2023 07:09,192.168.1.51,10.0.0.33,FTP,8013,security,App Crash,Event 801,888,/tmp/malware.bin,malware.exe,High CPU Usage,Pegasus Signature
21,Android,iOS 15.0,Normal,26/05/2023 12:08,192.168.1.34,10.0.0.28,FTP,255,system,Logout,Event 792,963,/var/log/syslog,explorer.exe,Unknown Process Execution,None
21,iPhone,iOS 14.6,Low,05/12/2023 17:41,192.168.1.89,10.0.0.31,SSH,9187,system,System Update,Event 51,176,/tmp/malware.bin,systemd,Unknown Process Execution,None
21,iPhone,Android 10,Normal,09/07/2023 00:05,192.168.1.74,10.0.0.26,SSH,348,security,System Update,Event 851,923,/tmp/malware.bin,malware.exe,High CPU Usage,Pegasus Signature
21,Android,Android 11,High,19/01/2023 01:57,192.168.1.13,10.0.0.41,SSH,1307,system,Login,Event 694,743,/home/user/docs/report.docx,explorer.exe,None,Known Malicious IP
21,iPhone,iOS 14.6,High,29/06/2023 00:20,192.168.1.53,10.0.0.85,SSH,2086,security,Logout,Event 62,539,/home/user/docs/report.docx,systemd,Unknown Process Execution,Known Malicious IP
21,Android,Android 11,Normal,31/05/2023 21:48,192.168.1.16,10.0.0.23,HTTP,7333,application,Logout,Event 487,699,/home/user/docs/report.docx,explorer.exe,Suspicious File Access,Pegasus Signature
22,iPhone,iOS 15.0,Normal,09/05/2023 22:20,192.168.1.77,10.0.0.56,SSH,3042,application,App Install,Event 239,480,/tmp/malware.bin,systemd,High CPU Usage,Pegasus Signature
22,Android,iOS 14.6,Normal,20/11/2023 11:36,192.168.1.91,10.0.0.32,SSH,2608,security,System Update,Event 128,213,/var/log/syslog,malware.exe,Suspicious File Access,Known Malicious IP
22,Android,iOS 15.0,Low,25/02/2023 10:40,192.168.1.4,10.0.0.74,FTP,2550,security,Login,Event 960,255,/var/log/syslog,chrome.exe,Suspicious File Access,Pegasus Signature
22,Android,iOS 14.6,Low,07/04/2023 16:48,192.168.1.51,10.0.0.11,HTTPS,3153,security,Logout,Event 691,164,/var/log/syslog,systemd,High CPU Usage,Known Malicious IP
22,Android,iOS 14.6,High,02/03/2023 14:34,192.168.1.19,10.0.0.15,HTTP,2082,system,Logout,Event 287,566,/tmp/malware.bin,explorer.exe,High CPU Usage,Known Malicious IP
22,Android,iOS 15.0,Normal,15/12/2023 09:17,192.168.1.17,10.0.0.68,HTTP,7424,security,App Install,Event 226,122,/tmp/malware.bin,systemd,None,Known Malicious IP
22,Android,Android 11,Low,07/06/2023 12:02,192.168.1.69,10.0.0.68,SSH,5279,system,App Install,Event 951,686,/var/log/syslog,malware.exe,Suspicious File Access,Pegasus Signature
22,iPhone,iOS 15.0,High,17/04/2023 06:25,192.168.1.30,10.0.0.24,SSH,7711,application,App Crash,Event 357,634,/tmp/malware.bin,malware.exe,Unknown Process Execution,None
22,Android,iOS 15.0,Normal,08/06/2023 17:11,192.168.1.50,10.0.0.32,SSH,9589,system,App Crash,Event 65,641,/tmp/malware.bin,chrome.exe,None,Pegasus Signature
22,iPhone,iOS 15.0,Low,22/10/2023 19:37,192.168.1.60,10.0.0.85,SSH,1501,security,System Update,Event 358,640,/var/log/syslog,chrome.exe,High CPU Usage,None
23,Android,Android 11,Low,01/01/2023 20:03,192.168.1.58,10.0.0.16,SSH,425,security,Logout,Event 942,351,/var/log/syslog,explorer.exe,Suspicious File Access,Pegasus Signature
23,iPhone,iOS 14.6,Normal,18/03/2023 16:33,192.168.1.24,10.0.0.32,HTTP,2613,system,File Access,Event 721,783,/var/log/syslog,malware.exe,Suspicious File Access,None
23,iPhone,iOS 14.6,Normal,30/07/2023 08:56,192.168.1.71,10.0.0.28,HTTP,7267,application,Logout,Event 436,372,/tmp/malware.bin,explorer.exe,Suspicious File Access,Known Malicious IP
23,Android,Android 10,High,28/02/2023 12:16,192.168.1.80,10.0.0.95,HTTP,5467,system,App Crash,Event 735,428,/tmp/malware.bin,systemd,High CPU Usage,Pegasus Signature
23,iPhone,Android 11,High,04/06/2023 03:24,192.168.1.19,10.0.0.19,HTTPS,6971,system,System Update,Event 252,214,/tmp/malware.bin,explorer.exe,High CPU Usage,Pegasus Signature
23,Android,iOS 15.0,High,18/10/2023 17:58,192.168.1.69,10.0.0.35,SSH,9182,security,App Install,Event 670,289,/home/user/docs/report.docx,malware.exe,Suspicious File Access,Known Malicious IP
23,iPhone,iOS 15.0,Normal,06/08/2023 08:40,192.168.1.86,10.0.0.34,FTP,1203,security,App Install,Event 836,998,/var/log/syslog,systemd,None,Known Malicious IP
23,iPhone,Android 10,Normal,25/05/2023 00:43,192.168.1.14,10.0.0.63,SSH,4482,application,App Install,Event 224,610,/home/user/docs/report.docx,explorer.exe,Unknown Process Execution,Known Malicious IP
23,Android,Android 11,Normal,03/10/2023 00:52,192.168.1.8,10.0.0.96,HTTPS,9894,security,Logout,Event 557,653,/tmp/malware.bin,malware.exe,Suspicious File Access,Pegasus Signature
23,iPhone,Android 10,Normal,10/03/2023 15:54,192.168.1.15,10.0.0.26,HTTP,2490,security,App Crash,Event 322,574,/home/user/docs/report.docx,malware.exe,None,Known Malicious IP
24,iPhone,Android 11,High,17/06/2023 12:13,192.168.1.89,10.0.0.5,FTP,5017,application,App Crash,Event 52,951,/home/user/docs/report.docx,malware.exe,High CPU Usage,None
24,Android,iOS 15.0,High,23/09/2023 10:43,192.168.1.98,10.0.0.45,HTTPS,7499,system,System Update,Event 666,598,/tmp/malware.bin,systemd,Unknown Process Execution,Known Malicious IP
24,iPhone,iOS 15.0,High,29/05/2023 23:37,192.168.1.17,10.0.0.54,HTTP,8647,application,System Update,Event 119,554,/var/log/syslog,malware.exe,Unknown Process Execution,None
24,Android,Android 11,Normal,08/05/2023 23:38,192.168.1.28,10.0.0.73,FTP,5916,system,File Access,Event 113,262,/home/user/docs/report.docx,explorer.exe,None,Pegasus Signature
24,Android,Android 10,Normal,06/04/2023 18:33,192.168.1.55,10.0.0.71,HTTPS,539,security,Login,Event 217,660,/tmp/malware.bin,chrome.exe,None,Known Malicious IP
24,iPhone,iOS 15.0,Low,31/07/2023 01:22,192.168.1.13,10.0.0.77,SSH,6347,system,Login,Event 686,487,/var/log/syslog,malware.exe,High CPU Usage,Pegasus Signature
24,Android,Android 10,Normal,01/04/2023 16:59,192.168.1.32,10.0.0.39,SSH,6297,security,App Crash,Event 356,438,/tmp/malware.bin,explorer.exe,High CPU Usage,None
24,Android,Android 10,Low,03/12/2023 06:27,192.168.1.75,10.0.0.3,HTTPS,6197,application,App Crash,Event 277,457,/tmp/malware.bin,malware.exe,None,Known Malicious IP
24,iPhone,Android 10,Normal,10/10/2023 14:49,192.168.1.54,10.0.0.68,HTTPS,7174,application,Login,Event 326,518,/home/user/docs/report.docx,malware.exe,Suspicious File Access,Pegasus Signature
24,Android,Android 10,High,25/08/2023 22:32,192.168.1.71,10.0.0.18,SSH,3301,application,Login,Event 459,652,/home/user/docs/report.docx,chrome.exe,Suspicious File Access,Pegasus Signature
25,iPhone,iOS 14.6,Normal,03/07/2023 15:17,192.168.1.25,10.0.0.21,SSH,9011,security,App Install,Event 126,754,/var/log/syslog,malware.exe,None,Pegasus Signature
25,Android,Android 11,Low,07/06/2023 18:09,192.168.1.68,10.0.0.56,HTTPS,4381,application,Login,Event 638,639,/home/user/docs/report.docx,systemd,High CPU Usage,None
25,Android,Android 10,High,19/05/2023 12:30,192.168.1.50,10.0.0.55,SSH,8508,application,App Install,Event 295,255,/home/user/docs/report.docx,systemd,None,Known Malicious IP
25,Android,Android 10,High,25/04/2023 07:51,192.168.1.58,10.0.0.55,SSH,1934,security,App Install,Event 735,965,/tmp/malware.bin,explorer.exe,Unknown Process Execution,Pegasus Signature
25,iPhone,iOS 14.6,Low,25/10/2023 14:49,192.168.1.61,10.0.0.74,HTTPS,1024,security,File Access,Event 178,687,/home/user/docs/report.docx,explorer.exe,Suspicious File Access,Pegasus Signature
25,Android,Android 10,High,03/12/2023 01:33,192.168.1.78,10.0.0.88,SSH,2876,system,System Update,Event 512,736,/var/log/syslog,malware.exe,Unknown Process Execution,Known Malicious IP
25,iPhone,iOS 15.0,Normal,06/01/2023 12:13,192.168.1.27,10.0.0.34,SSH,2036,security,System Update,Event 481,936,/tmp/malware.bin,malware.exe,None,Pegasus Signature
25,Android,Android 10,Low,18/11/2023 11:38,192.168.1.89,10.0.0.45,FTP,8763,application,Login,Event 919,202,/tmp/malware.bin,malware.exe,None,Pegasus Signature
25,iPhone,Android 11,Normal,16/10/2023 18:06,192.168.1.58,10.0.0.36,HTTPS,2335,security,System Update,Event 494,183,/tmp/malware.bin,malware.exe,Suspicious File Access,None
25,Android,Android 11,Low,25/09/2023 18:49,192.168.1.65,10.0.0.68,HTTP,425,security,File Access,Event 539,447,/tmp/malware.bin,systemd,Unknown Process Execution,None
26,iPhone,Android 11,High,21/07/2023 02:08,192.168.1.50,10.0.0.53,HTTP,5845,system,App Install,Event 238,197,/home/user/docs/report.docx,explorer.exe,Suspicious File Access,None
26,iPhone,Android 11,High,20/08/2023 15:02,192.168.1.29,10.0.0.87,FTP,6722,system,App Install,Event 1000,892,/var/log/syslog,malware.exe,High CPU Usage,Known Malicious IP
26,Android,iOS 15.0,Low,04/11/2023 14:53,192.168.1.23,10.0.0.31,SSH,6010,system,App Install,Event 598,436,/tmp/malware.bin,chrome.exe,Suspicious File Access,Known Malicious IP
26,Android,iOS 15.0,High,11/08/2023 12:32,192.168.1.78,10.0.0.3,SSH,6816,application,File Access,Event 11,773,/tmp/malware.bin,explorer.exe,High CPU Usage,Pegasus Signature
26,iPhone,Android 10,Low,31/05/2023 14:41,192.168.1.40,10.0.0.96,FTP,2831,security,Logout,Event 246,948,/tmp/malware.bin,explorer.exe,Unknown Process Execution,Known Malicious IP
26,Android,Android 11,High,27/03/2023 07:57,192.168.1.23,10.0.0.49,SSH,9991,application,App Crash,Event 454,592,/tmp/malware.bin,malware.exe,None,Known Malicious IP
26,iPhone,iOS 15.0,High,29/01/2023 06:32,192.168.1.21,10.0.0.12,SSH,5654,application,Login,Event 970,449,/tmp/malware.bin,chrome.exe,High CPU Usage,None
26,iPhone,iOS 14.6,High,28/07/2023 21:16,192.168.1.18,10.0.0.8,FTP,656,security,Login,Event 777,610,/var/log/syslog,systemd,None,Pegasus Signature
26,iPhone,iOS 15.0,Normal,14/11/2023 17:07,192.168.1.86,10.0.0.32,SSH,3322,application,System Update,Event 34,244,/home/user/docs/report.docx,malware.exe,Suspicious File Access,Known Malicious IP
26,Android,iOS 14.6,Low,28/09/2023 21:55,192.168.1.51,10.0.0.22,HTTPS,8818,security,App Crash,Event 971,250,/tmp/malware.bin,chrome.exe,Unknown Process Execution,Known Malicious IP
27,iPhone,Android 11,Low,10/10/2023 07:09,192.168.1.17,10.0.0.59,HTTPS,8253,application,App Crash,Event 615,421,/home/user/docs/report.docx,systemd,None,None
27,iPhone,Android 10,Low,29/03/2023 01:03,192.168.1.98,10.0.0.78,HTTPS,8534,application,Login,Event 862,327,/home/user/docs/report.docx,malware.exe,Suspicious File Access,Pegasus Signature
27,iPhone,iOS 14.6,High,01/02/2023 06:37,192.168.1.20,10.0.0.21,HTTPS,2745,application,Login,Event 110,957,/tmp/malware.bin,malware.exe,Suspicious File Access,None
27,iPhone,iOS 14.6,High,30/04/2023 19:22,192.168.1.62,10.0.0.19,HTTPS,3630,application,App Install,Event 808,773,/tmp/malware.bin,explorer.exe,Suspicious File Access,Known Malicious IP
27,iPhone,iOS 15.0,Low,13/06/2023 08:26,192.168.1.99,10.0.0.92,HTTPS,7487,system,App Install,Event 680,273,/tmp/malware.bin,explorer.exe,None,Pegasus Signature
27,Android,Android 10,High,20/07/2023 06:05,192.168.1.78,10.0.0.82,FTP,8437,application,App Crash,Event 470,813,/home/user/docs/report.docx,systemd,Suspicious File Access,None
27,Android,Android 10,Normal,29/03/2023 23:04,192.168.1.73,10.0.0.17,SSH,6564,application,Login,Event 949,676,/var/log/syslog,explorer.exe,High CPU Usage,Known Malicious IP
27,Android,iOS 14.6,High,02/04/2023 10:31,192.168.1.92,10.0.0.40,FTP,5365,application,Login,Event 65,826,/home/user/docs/report.docx,chrome.exe,Suspicious File Access,Known Malicious IP
27,iPhone,Android 11,Normal,29/08/2023 09:35,192.168.1.38,10.0.0.16,SSH,6151,security,App Crash,Event 924,637,/tmp/malware.bin,systemd,Unknown Process Execution,Pegasus Signature
27,Android,Android 11,High,25/10/2023 17:53,192.168.1.31,10.0.0.10,HTTP,6264,system,File Access,Event 333,329,/home/user/docs/report.docx,explorer.exe,Unknown Process Execution,Pegasus Signature
28,Android,iOS 14.6,Low,01/04/2023 01:36,192.168.1.91,10.0.0.7,HTTPS,4718,security,Logout,Event 961,472,/home/user/docs/report.docx,explorer.exe,High CPU Usage,Pegasus Signature
28,Android,Android 10,Normal,31/12/2023 19:11,192.168.1.66,10.0.0.74,HTTP,1837,system,Logout,Event 149,758,/tmp/malware.bin,chrome.exe,Unknown Process Execution,Known Malicious IP
28,iPhone,iOS 14.6,High,22/05/2023 15:01,192.168.1.61,10.0.0.68,SSH,8164,system,System Update,Event 73,829,/home/user/docs/report.docx,chrome.exe,None,Known Malicious IP
28,iPhone,iOS 14.6,Low,12/02/2023 10:05,192.168.1.35,10.0.0.2,HTTPS,3344,system,Login,Event 718,173,/var/log/syslog,systemd,Unknown Process Execution,Pegasus Signature
28,iPhone,iOS 15.0,Low,23/12/2023 05:23,192.168.1.98,10.0.0.63,SSH,6761,security,App Install,Event 903,565,/var/log/syslog,systemd,Suspicious File Access,None
28,iPhone,iOS 15.0,Normal,02/08/2023 15:05,192.168.1.59,10.0.0.86,HTTPS,2085,system,App Crash,Event 642,909,/var/log/syslog,explorer.exe,Unknown Process Execution,None
28,iPhone,Android 10,High,17/06/2023 03:15,192.168.1.73,10.0.0.52,FTP,9877,security,Logout,Event 639,925,/home/user/docs/report.docx,malware.exe,High CPU Usage,None
28,iPhone,iOS 15.0,Low,13/05/2023 14:54,192.168.1.20,10.0.0.88,HTTPS,7602,system,System Update,Event 918,115,/tmp/malware.bin,explorer.exe,Unknown Process Execution,None
28,Android,iOS 14.6,Low,18/11/2023 12:17,192.168.1.85,10.0.0.60,HTTPS,4237,system,Logout,Event 347,539,/var/log/syslog,systemd,None,Known Malicious IP
28,iPhone,iOS 14.6,Low,09/08/2023 18:43,192.168.1.38,10.0.0.23,HTTP,7130,security,App Install,Event 96,553,/tmp/malware.bin,malware.exe,None,None
29,Android,Android 10,Normal,04/12/2023 01:19,192.168.1.55,10.0.0.52,SSH,8873,security,Logout,Event 349,949,/tmp/malware.bin,malware.exe,Suspicious File Access,None
29,Android,iOS 15.0,Normal,16/03/2023 17:54,192.168.1.65,10.0.0.57,SSH,1763,security,App Install,Event 853,443,/home/user/docs/report.docx,explorer.exe,None,Known Malicious IP
29,iPhone,iOS 14.6,High,07/05/2023 14:05,192.168.1.65,10.0.0.50,HTTP,4053,application,File Access,Event 748,829,/tmp/malware.bin,chrome.exe,High CPU Usage,None
29,Android,iOS 15.0,Low,21/02/2023 23:59,192.168.1.69,10.0.0.47,HTTPS,384,application,File Access,Event 750,110,/tmp/malware.bin,systemd,None,None
29,iPhone,Android 10,Normal,18/01/2023 01:49,192.168.1.66,10.0.0.45,HTTP,9022,security,App Install,Event 637,311,/var/log/syslog,explorer.exe,None,Known Malicious IP
29,iPhone,Android 10,High,04/11/2023 03:26,192.168.1.65,10.0.0.77,HTTP,8728,security,Logout,Event 106,195,/tmp/malware.bin,systemd,Suspicious File Access,Pegasus Signature
29,iPhone,Android 11,Normal,13/05/2023 22:50,192.168.1.94,10.0.0.74,HTTPS,3822,security,Logout,Event 865,730,/tmp/malware.bin,explorer.exe,Suspicious File Access,Pegasus Signature
29,iPhone,iOS 15.0,Low,16/01/2023 14:13,192.168.1.91,10.0.0.100,FTP,5200,application,App Install,Event 651,454,/var/log/syslog,systemd,Suspicious File Access,Pegasus Signature
29,Android,iOS 15.0,Low,15/09/2023 01:45,192.168.1.60,10.0.0.61,HTTPS,6666,system,File Access,Event 333,427,/var/log/syslog,explorer.exe,Suspicious File Access,Pegasus Signature
29,iPhone,Android 11,High,16/10/2023 07:36,192.168.1.80,10.0.0.31,HTTPS,5176,system,Logout,Event 779,438,/home/user/docs/report.docx,malware.exe,High CPU Usage,Known Malicious IP
30,Android,iOS 15.0,Normal,02/02/2023 00:16,192.168.1.56,10.0.0.6,SSH,5328,system,App Install,Event 495,268,/var/log/syslog,malware.exe,High CPU Usage,None
30,Android,Android 10,Normal,28/08/2023 01:16,192.168.1.7,10.0.0.39,FTP,3159,system,File Access,Event 394,820,/tmp/malware.bin,explorer.exe,Unknown Process Execution,Pegasus Signature
